"UF","Cidade","Data","Dados da apreensão","Tipo penal"
"SP","São José dos Campos",26/06/2019,"-01 PASSEIRIFORME, COM ANILHAS SUPOSTAMENTE FALSASADULTERADAS, SENDO 01 TRINCA FERRO , ANILHA IBAMA  OA 3,5 5775 75;01 PASSEIRIFORME BICUDO MACHO   COM ANILHA IBAMA   OA 3,0 122809;01 PASSEIRIFORME CANARIO DA TERRA    COM ANILHA IBAMA   OA 2,8 409369;01 PASSEIRIFORME COLEIRA PAPA -CAPIM   COM ANILHA IBAMA   OA 2,2 278858;01 PASSEIRIFORME COLEIRO BAIANO   COM ANILHA SISPASS 2,8 BAA 004825;01 PASSEIRIFORME PAPA CAPIM   COM ANILHA IBAMA 0405  2,2 060069;01 PASSEIRIFORME PAPA-CAPIM   COM ANILHA IBAMA   OA 2,2 192141;01 PASSEIRIFORME PAPA-CAPIM   COM ANILHA IBAMA   OA 2,2 278964;01 PASSEIRIFORME PAPA-CAPIM   COM ANILHA SISPASS   2,2 SPA 036007(, NÃO ESTÁ NO PLANTEL);01 PASSEIRIFORME PAPA-CAPIM  COM ANILHA SISPASS   2,2 SPA 019761;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   0304 3,5 027763;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   0506 3,5 112392;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 175918;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 181776;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 228037;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 275578;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 275730;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 278681;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 300156;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 356459;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 371983;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 402440;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 402525;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 402704;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 402915;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 485666;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 485876;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 485894;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 490405;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 491240;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 491387;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 501494;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 5044565;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 555244;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 555277;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 556405;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 557311;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA   OA 3,5 577156;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA IBAMA  0304  3,5 027770;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA SISPASS    3,5 SPA 067503 ( DE OUTRO PLANTEL);01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA SISPASS  3,5  SPA 045557;01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA SISPASS  3,5 SPA 036920 ( DE OUTRO PLANTEL);01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA SISPASS  3,5SPA 067514 ( DE OUTRO PLANTEL);01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA SISPASS 3,5 SPA 036918 ( DE OUTRO PLANTEL);01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA SISPASS 3,5 SPA 039479 (DE OUTRO PLANTEL);01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA SISPASS 3,5 SPA 067513 ( DE OUTRO PLANTEL);01 PASSEIRIFORME TRINCA -FERRO   COM ANILHA SISPASS 3,5 SPA 102039 ( DE OUTRO PLANTEL);01 PASSEIRIFORME TRINCA-FERRO   COM ANILHA IBAMA  OA 3,5 485884;01 PASSEIRIFORME TRINCA-FERRO COM ANILHA IBAMA  0506  3,5 146006;01 PASSEIRIFORME TRINCA-FERRO COM ANILHA IBAMA  OA 3,5 318670;01 PASSEIRIFORME TRINCA-FERRO, COM ANILHA IBAMA  OA 3,5 278 352;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 005059, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 005059, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 005059, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 005059, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 005059, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 005059, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 009208, FÊMEA, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 009208, FÊMEA, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 009208, FÊMEA, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 009208, FÊMEA, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 009208, FÊMEA, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 PRA 009208, FÊMEA, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 SPA 088461, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 SPA 088461, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 SPA 088461, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 SPA 088461, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 SPA 088461, MACHO, ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA-FERRO"", ANILHADO SOB Nº SISPASS 3.5 SPA 088461, MACHO, ACONDICIONADO EM GAIOLA.;UM CANÁRIO-DA-TERRA MACHO COM A RESPECTIVA ANILHA SISPASS 2,8 BAA 004165, COM SUSPEITA DE ADULTERAÇÃO;;UM CANÁRIO-DA-TERRA MACHO COM A RESPECTIVA ANILHA SISPASS 2,8 BAA 004165, COM SUSPEITA DE ADULTERAÇÃO;;UM CANÁRIO-DA-TERRA MACHO COM A RESPECTIVA ANILHA SISPASS 2,8 BAA 004165, COM SUSPEITA DE ADULTERAÇÃO;;UM CANÁRIO-DA-TERRA MACHO COM A RESPECTIVA ANILHA SISPASS 2,8 BAA 004165, COM SUSPEITA DE ADULTERAÇÃO;;UM CANÁRIO-DA-TERRA MACHO COM A RESPECTIVA ANILHA SISPASS 2,8 BAA 004165, COM SUSPEITA DE ADULTERAÇÃO;;UM CANÁRIO-DA-TERRA MACHO COM A RESPECTIVA ANILHA SISPASS 2,8 BAA 004165, COM SUSPEITA DE ADULTERAÇÃO;;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA  OA 2.2 167482;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA 0506 2.2 082223;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 148789;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 148854;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 167110;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 167438;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 199233;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 248557;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 272120;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 278819;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 289677;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 313027;UM PASSARO PAPA CAPIM COM ANILHA  IBAMA OA 2.2 316522;UM PASSARO PAPA CAPIM COM ANILHA  SISPASS 2.2 SPA 016816;UM PASSARO PAPA CAPIM COM ANILHA  SISPASS 2.2 SPA 016819;UM PASSARO PAPA CAPIM COM ANILHA  SISPASS 2.2 SPA 016826;UM PASSARO PAPA CAPIM COM ANILHA  SISPASS 2.2 SPA 018045;UM PASSARO PAPA CAPIM COM ANILHA 2.2 IBAMA 0506 2.2 084091;UM PASSARO PAPA CAPIM COM ANILHA IBAMA 0506 2.2  082227;UM PASSARO PAPA CAPIM COM ANILHA IBAMA OA 255809;UM PASSARO TEMPERA-BIOLA COM ANILHA IBAMA OA3.5299596;UM PASSARO TICO TICO COM ANILHA  IBAMA OA 2.8 535276;UM PASSARO TRINCA FERRO VERDADEIRO ANILHA IBAMA 0304 3.5 026407;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA 0304 3.5 027131;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA 0405 3.5 077480;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA 0506 3,5 112121;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5  175326;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 149442;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 176248;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 181510;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 181773;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 181816;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 191510;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 278652;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 342572;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 394140;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 394144;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 394147;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 394173;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 394959;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 414358;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 430161;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 451733;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 460809;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 485651;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 485880;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 490088;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 490267;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 491945;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 501038;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 501272;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 501374;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 520563;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 544849;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 555270;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 555271;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 555387;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 555582;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 556438;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 557200;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 577376;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 577985;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 582763;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 582810;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 582967;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA IBAMA OA 3.5 582974;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA SISPASS  3.5 SPA 022196;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA SISPASS  3.5 SPA 024274;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA SISPASS  3.5 SPA 024278;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA SISPASS  3.5 SPA 063885;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA SISPASS  3.5 SPA 067502;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA SISPASS  3.5 SPA 076935;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA SISPASS  3.5 SPA 087678;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA SISPASS 3.5 SPA 022193;UM PASSARO TRINCA-FERRO VERDADEIRO COM ANILHA SISPASS 6.5 SPA 013895","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Art.296,I, Código Penal;Art.296,I, Código Penal;Art.296,I, Código Penal;Art.296,I, Código Penal;Art.296,II, Código Penal;Art.296,II, Código Penal;Art.296,II, Código Penal;Art.296,II, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§1°,II, Código Penal;Art.296,§1°,II, Código Penal;Art.296,§1°,II, Código Penal;Art.296,§1°,II, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§2°, Código Penal;Art.296,§2°, Código Penal;Art.296,§2°, Código Penal;Art.296,§2°, Código Penal"
"RJ","Nova Iguacu",28/06/2019,"UM PASSARO TICO-TICO","Art.90, Lei 8666/1993"
"RR","Boa Vista",10/07/2019,"03 AVES VERDES, APARENTEMENTE PAPAGAIOS.","Art.29, Lei 9605/1998"
"SP","Campinas",11/07/2019,"TRÊS PASSAROS, SENDO IDENTIFICADOS NAS NOTAS FISCAIS COMO, NF 000313 - DUAS ARARAS CANINDÉ, UM MACHO E UMA FEMEA, E NA NF 000332 - UM PAPAGAIO VERDADEIRO._x000D_
","Art.29, Lei 9605/1998"
"MG","Belo Horizonte",09/09/2019,"UM PÁSSARO NATIVO SILVESTRE DE NOME COMUM TRINCA-FERRO-VERDADEIRO","Art.296,§1°,I, Código Penal"
"SP","Sorocaba",09/09/2019,"NOVE (09) PÁSSAROS SILVESTRES, SENDO UM PINTASSILGO, UM TRINCA FERRO, UM SABIÁ, QUATRO PAPAS-CAPIM, UM BIGODINHO E UM TICO-TICO.;NOVE (09) PÁSSAROS SILVESTRES, SENDO UM PINTASSILGO, UM TRINCA FERRO, UM SABIÁ, QUATRO PAPAS-CAPIM, UM BIGODINHO E UM TICO-TICO.;NOVE (09) PÁSSAROS SILVESTRES, SENDO UM PINTASSILGO, UM TRINCA FERRO, UM SABIÁ, QUATRO PAPAS-CAPIM, UM BIGODINHO E UM TICO-TICO.;NOVE (09) PÁSSAROS SILVESTRES, SENDO UM PINTASSILGO, UM TRINCA FERRO, UM SABIÁ, QUATRO PAPAS-CAPIM, UM BIGODINHO E UM TICO-TICO.;NOVE (09) PÁSSAROS SILVESTRES, SENDO UM PINTASSILGO, UM TRINCA FERRO, UM SABIÁ, QUATRO PAPAS-CAPIM, UM BIGODINHO E UM TICO-TICO.;NOVE (09) PÁSSAROS SILVESTRES, SENDO UM PINTASSILGO, UM TRINCA FERRO, UM SABIÁ, QUATRO PAPAS-CAPIM, UM BIGODINHO E UM TICO-TICO.","Art.296,I, Código Penal;Art.296,II, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§1°,II, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§2°, Código Penal"
"SP","São Paulo",12/09/2019,"ARANHA DO GÊNERO BRACHYPELMA (TARÂNTULA).","Art.31, Lei 9605/1998"
"RJ","Rio de Janeiro",16/09/2019,"UM CRÂNIO APARENTEMENTE DE PEQUENO MAMÍFERO.;UM CRÂNIO APARENTEMENTE DE PEQUENO MAMÍFERO.","Art.12, Lei 10826/2003;Art.29,§4°,3, Lei 9605/1998"
"MG","Belo Horizonte",18/09/2019,"AMAZONA SP (PAPAGAIO);AMAZONA SP (PAPAGAIO);ARA ARARAUNA (ARARA CANINDÉ);GNORIMOPSAR CHOPI (PÁSSARO PRETO);SALTATOR SIMILIS (TRINCA FERRO)","Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998"
"MG","Belo Horizonte",24/09/2019,"ARARA CANINDÉ;PAPAGAIOS","Art.29, Lei 9605/1998;Art.29, Lei 9605/1998"
"AM","Manaus",24/09/2019,"2329(DOIS MIL TREZENTOS E VINTE E NOVE) OVOS DE QUELÔNIOS DA AMAZÔNIA;2329(DOIS MIL TREZENTOS E VINTE E NOVE) OVOS DE QUELÔNIOS DA AMAZÔNIA;2329(DOIS MIL TREZENTOS E VINTE E NOVE) OVOS DE QUELÔNIOS DA AMAZÔNIA;2329(DOIS MIL TREZENTOS E VINTE E NOVE) OVOS DE QUELÔNIOS DA AMAZÔNIA;348(TREZENTOS E QUARENTA E OITO) QUELÔNIOS DA AMAZÔNIA;348(TREZENTOS E QUARENTA E OITO) QUELÔNIOS DA AMAZÔNIA;348(TREZENTOS E QUARENTA E OITO) QUELÔNIOS DA AMAZÔNIA;348(TREZENTOS E QUARENTA E OITO) QUELÔNIOS DA AMAZÔNIA;UMA ANTA (TAPIROS  TERRESTRES);UMA ANTA (TAPIROS  TERRESTRES);UMA ANTA (TAPIROS  TERRESTRES);UMA ANTA (TAPIROS  TERRESTRES)","Art.180,§1°, Código Penal;Art.180,§1°, Código Penal;Art.180,§1°, Código Penal;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29,§4°,I, Lei 9605/1998;Art.29,§4°,I, Lei 9605/1998;Art.29,§4°,I, Lei 9605/1998;Art.29,§4°,V, Lei 9605/1998;Art.29,§4°,V, Lei 9605/1998;Art.29,§4°,V, Lei 9605/1998"
"RR","Boa Vista",30/09/2019,"APROXIMADAMENTE 150 PÁSSAROS SILVESTRES CAÇADOS POR LUIZ CARLOS DA SILVA, NO INTERIOR DE UMA MALA PRETA.;APROXIMADAMENTE 150 PÁSSAROS SILVESTRES CAÇADOS POR LUIZ CARLOS DA SILVA, NO INTERIOR DE UMA MALA PRETA.;APROXIMADAMENTE 150 PÁSSAROS SILVESTRES CAÇADOS POR LUIZ CARLOS DA SILVA, NO INTERIOR DE UMA MALA PRETA.","Art.180,§1°, Código Penal;Art.29,§1°,III, Lei 9605/1998;Art.29,§5°, Lei 9605/1998"
"AC","Cruzeiro do Sul",09/10/2019,"JABUTI","Art.29, Lei 9605/1998"
"AC","Cruzeiro do Sul",10/10/2019,"01 JABUTI, FEMEA","Art.29, Lei 9605/1998"
"AM","Manaus",11/10/2019,"05 (CINCO) ""UNIDADES DE QUELÔNIOS"",  SEGUNDO DESCRIÇÃO DE BOLETIM DE OCORRÊNCIA DO BATALHÃO DE POLICIAMENTO AMBIENTAL, DEMANDA 1547;05 (CINCO) ""UNIDADES DE QUELÔNIOS"",  SEGUNDO DESCRIÇÃO DE BOLETIM DE OCORRÊNCIA DO BATALHÃO DE POLICIAMENTO AMBIENTAL, DEMANDA 1547;05 (CINCO) ""UNIDADES DE QUELÔNIOS"",  SEGUNDO DESCRIÇÃO DE BOLETIM DE OCORRÊNCIA DO BATALHÃO DE POLICIAMENTO AMBIENTAL, DEMANDA 1547","Art.29,§1°,III, Lei 9605/1998;Art.29,§5°, Lei 9605/1998;Art.34,III, Lei 9605/1998"
"MG","Governador Valadares",31/10/2019,"03 (TRÊS) PÁSSAROS TRINCA-FERRO.;03 (TRÊS) PÁSSAROS TRINCA-FERRO.","Art.29, Lei 9605/1998;Art.299, Código Penal"
"SP","São Paulo",13/11/2019,"PÁSSARO DA ESPÉCIA GALO DA CAMPINA, DESCRITO CONFORME FICHA CRAS-PET 31.917.;PÁSSARO DA ESPÉCIA GALO DA CAMPINA, DESCRITO CONFORME FICHA CRAS-PET 31.917.;PÁSSARO DA ESPÉCIA GALO DA CAMPINA, DESCRITO CONFORME FICHA CRAS-PET 31.917.;PÁSSARO DA ESPÉCIA GALO DA CAMPINA, DESCRITO CONFORME FICHA CRAS-PET 31.917.;PÁSSARO DA ESPÉCIE SABIÁ-DE-COLEIRA, DESCRITO CONFORME FICHA CRAS-PET 31.917.;PÁSSARO DA ESPÉCIE SABIÁ-DE-COLEIRA, DESCRITO CONFORME FICHA CRAS-PET 31.917.;PÁSSARO DA ESPÉCIE SABIÁ-DE-COLEIRA, DESCRITO CONFORME FICHA CRAS-PET 31.917.;PÁSSARO DA ESPÉCIE SABIÁ-DE-COLEIRA, DESCRITO CONFORME FICHA CRAS-PET 31.917.;PÁSSAROS DA ESPÉCIA AZULÃO, DESCRITOS CONFORME FICHA CRAS-PET 31.917.;PÁSSAROS DA ESPÉCIA AZULÃO, DESCRITOS CONFORME FICHA CRAS-PET 31.917.;PÁSSAROS DA ESPÉCIA AZULÃO, DESCRITOS CONFORME FICHA CRAS-PET 31.917.;PÁSSAROS DA ESPÉCIA AZULÃO, DESCRITOS CONFORME FICHA CRAS-PET 31.917.;PÁSSAROS DA ESPÉCIE PICHARRO, DESCRITOS CONFORME FICHA CRAS-PET 31.917.;PÁSSAROS DA ESPÉCIE PICHARRO, DESCRITOS CONFORME FICHA CRAS-PET 31.917.;PÁSSAROS DA ESPÉCIE PICHARRO, DESCRITOS CONFORME FICHA CRAS-PET 31.917.;PÁSSAROS DA ESPÉCIE PICHARRO, DESCRITOS CONFORME FICHA CRAS-PET 31.917.","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,I, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§1°,I, Código Penal;Art.296,§°, Código Penal;Art.296,§°, Código Penal;Art.296,§°, Código Penal;Art.296,§°, Código Penal;Art.69, Código Penal;Art.69, Código Penal;Art.69, Código Penal;Art.69, Código Penal"
